country,province,title,variety,points,price,description
France,Alsace,Charles Sparr 2013 Tradition Pinot Noir (Alsace),Pinot Noir,84,16.0,"The wine is lean, with more acidity than fruit. It does have a tannin edge that gives it structure but the fact the wine wasn't aged in wood means it lacks any depth. Drink now."
France,Burgundy,Domaine Bart 2014 Grandes Vignes  (Marsannay),Pinot Noir,90,,"This wine is well poised between structure and fresh red fruits. A dark side of firm tannins gives a dry core to the wine, while the bright red-berry fruit is perfumed and fresh. The two elements are integrating well. Drink from 2019."
France,Loire Valley,Domaine des Corbillières 2010 Les Demoiselles Red (Touraine),Red Blend,86,17.0,"This blend of Cabernet France, Malbec and Pinot Noir shows the eclectic range of red grapes at the disposal of a Touraine vigneron. It has also produced a soft, gently tannic wine with perfumed fruits, bitter cherry and a herbal aftertaste."
France,Loire Valley,Domaine Roblin 2010 Grande Côte de la Vallée  (Sancerre),Pinot Noir,86,,"Light Pinot Noir showing an undergrowth aroma, red fruits, soft tannins and a smooth texture. It's not a wine for aging, attractive now with its rounded aftertaste."
France,Burgundy,Chanson Père et Fils 2009 Les Vergelesses Premier Cru  (Pernand-Vergelesses),Pinot Noir,92,50.0,"This has ripe red fruits and soft, integrated tannins, with concentration and a voluptuous exterior. This will be ready to drink soon."
France,Burgundy,Domaines Devillard 2010 Domaine des Perdrix Les 8 Ouvrées Aux Perdrix Premier Cru  (Nuits-St.-Georges),Pinot Noir,92,120.0,"While wood aromas are prominent now, this ultimately showcase the ripe red fruits that lie underneath. It has a solid core of tannins, which is balanced by the juicy fruit. Age for 6–7 years."
France,Burgundy,Jean-Claude Boisset 2009 Les Charmes Premier Cru  (Chambolle-Musigny),Pinot Noir,92,110.0,"This is rich, complex and full of ripe fruit. A firm structure underlies the richness, lending concentration and density. The fruit is still reticent and will show more generously in another year. Age for five years."
France,Burgundy,Albert Bichot 2011  Savigny-lès-Beaune,Pinot Noir,85,23.0,"Already dense, this wine seems to lack fruit. The tannins dominate at the moment along with acidity. It's likely to remain quite a tight."
France,Burgundy,Domaine de Bellene 2012 Les Grèves Premier Cru  (Beaune),Pinot Noir,93,100.0,"From a half-acre parcel, this is a delicately structured wine. Delicious, forward red-cherry fruits are juicy and provide lift to the the firm tannins. The combination and balance of the fruit and the texture result in a wine that will age well. Drink from 2018."
France,Alsace,Pierre Sparr NV Brut Rosé Pinot Noir (Alsace),Pinot Noir,88,23.0,"Bright pink in the glass, the nose is full of bruised apple-peel hints. The frothy palate then majors on ripe juicy red-apple flavors and boosts them with bubbly foam. The finish is dry and very refreshing."
France,Burgundy,Pierre Gruber 2014  Bourgogne,Pinot Noir,84,19.0,"This light-colored wine is attractively perfumed but with a grassy edge that suggests the fruit was underripe. Built for the short term, it will be ready from late 2017."
France,Burgundy,Manuel Olivier 2009  Bourgogne,Pinot Noir,84,12.0,"An attractively simple, fruity Pinot Noir. It has ripe wild strawberry and red plum flavors, spiced with a gamy edge. The wine has a light structure, and is not for aging."
France,Burgundy,Manuel Olivier 2008  Hautes Côtes de Nuits,Pinot Noir,84,14.0,"Light Pinot Noir, with crisp raspberry flavors. The very fruity wine has an edge of bitterness to go with the acidity."
France,France Other,Lionel Osmin & Cie 2010 Estela Vintage Red (Vin de Liqueur),Red Blend,88,24.0,"A fortified blend of Tannat and Malbec, this is a ripe and sweet, styled like a vintage Port. It has a powerful structure from the two tannic grapes in the blend, along with ripe damson fruit and spice, with acidity on the finish."
France,Burgundy,Henri de Villamont 2010  Clos de Vougeot,Pinot Noir,93,169.0,"This is a seriously structured, impressive wine that comes from a parcel in the center of the Clos de Vougeot. It is firm and solid—a powerhouse of richness and density—with dark tannins, ripe black fruits and tight acidity. With this kind of structure, the wine certainly needs to age, so don't drink before 2017."
France,Burgundy,Henri de Villamont 2010  Corton Les Renardes,Pinot Noir,93,76.0,"Firmly tannic still, this wine is fully ripe, rich and structured. Considerably powerful, it's full of red fruits and dark plums cut with a fine line of acidity. Finishes fresh, with sweet tannins that linger. Drink this fine wine from 2017."
France,Burgundy,Jean-Claude Boisset 2011 Les Charmes Premier Cru  (Chambolle-Musigny),Pinot Noir,93,140.0,"While soft and opulent initially, this wine reveals a structured, mineral character on the palate. Ripe red cherry and black plum flavors pair well with firm, dry tannins and hints of wood aging. This is an elegant wine that needs aging. Don't drink before 2017."
France,Burgundy,Seguin-Manuel 2015 Vieilles Vignes  (Savigny-lès-Beaune),Pinot Noir,88,30.0,"Dominated by red-currant fruits, this is a soft wine with tannins in the background. It has a toasty edge from the wood aging while leaving most of the singing to the fruit. Drink from 2021."
France,Burgundy,Roche de Bellene 2014  Corton,Pinot Noir,95,142.0,"While the color of this wine is light, the intensity and the structure are not. It comes from 30-year-old vines, planted densely that gives the wine huge concentration. It is firm full of tannins that lie over the ripe fruit. As it develops, this wine will be sumptuous, ripe and impressive. Wait until 2023."
France,Burgundy,Derey Frères 2008 Vieilles Vignes  (Fixin),Pinot Noir,86,36.0,"Fixin, the northernmost red wines on the Côte de Nuits, generally produces light wines. This is no exception; the wine is bright, very fresh, with hints of berry fruits."
France,Champagne,Jean Josselin NV Audace Brut Rosé Pinot Noir (Champagne),Pinot Noir,85,40.0,"Bright pink in color, this rosé is full in the mouth with red berry flavors and intense acidity. A touch of bitterness gives a sharp aftertaste."
France,Burgundy,Camille Giroud 2008 Les Crais  (Gevrey-Chambertin),Pinot Noir,91,56.0,"For a Gevrey, this wine emphasizes softness rather than structure. It does have good depth of flavor and is full of acidity and red berry fruits. The wine offers pleasure now, while having medium-term aging potential."
France,Burgundy,Domaine Bertagna 2008 Les Beaux-Monts  (Vosne-Romanée),Pinot Noir,91,100.0,"Pure, generous, red cherry fruit scintillates over a structured wine that has dense tannins and texture. The whole is pierced with the dominant acidity of 2008."
France,Burgundy,Alex Gambal 2009 Vieilles Vignes  (Vosne-Romanée),Pinot Noir,91,72.0,"Smoky aromas introduce a wine that is structured and concentrated, with intense fruit and acidity. Firm tannins, a subtle touch of wood and fine richness all combine mellifluously."
France,France Other,Les Vins Skalli 2006 Robert Skalli South of France Pinot Noir (Vin de Pays de l'Ile de Beauté),Pinot Noir,83,15.0,"Produced from grapes from the island of Corsica, this soft, open Pinot Noir has some pleasing fresh berry fruits, hints of strawberries and soft tannins. Ready to drink now."
France,Alsace,Kuentz-Bas 2011 Trois Châteaux Pinot Noir (Alsace),Pinot Noir,88,42.0,"This soft, ripe Pinot Noir manages to balance the fragrant red fruits with a gentle massage of wood aging. A firm layer of tannins gives structure and it is ready to drink."
France,Burgundy,Alex Gambal 2009 Bourgogne Pinot Noir  (Bourgogne),Pinot Noir,85,30.0,"Rich, sweet and soft, with a strawberry jam character, and just the right balance of acidity."
France,Burgundy,Manuel Olivier 2011  Gevrey-Chambertin,Pinot Noir,88,70.0,"Retaining a good sense of structure, this is also a relatively light and fresh Gevrey-Chambertin. It has plenty of raspberry and red plum flavors and lively acidity at the end. Drink from 2015."
France,Burgundy,Domaines Devillard 2010 Le Renard  (Givry),Pinot Noir,85,22.0,"Light, bright and fruity, this has soft tannins, plenty of red fruits and balancing acidity. Just dry to finish, it is ready to drink now."
France,Burgundy,Joseph Drouhin 2012 Premier Cru  (Chambolle-Musigny),Pinot Noir,92,82.0,Drouhin has significant holdings in a number of top Chambolle vineyards. This wine is a blend from other Premier Crus in the same village. It has the typical generous character along with a more serious structured backbone that gives a dry and solid density that's worth aging. Drink from 2017.
France,Provence,Les Vignobles Gueissard 2012 Cuvée G Red (Bandol),Red Blend,92,22.0,"This is a rich, aromatic and deliciously herbal wine full of structured black fruits and dense tannins that promise aging. Blackberry and plum flavors dominate, giving freshness and ripeness to this full wine. Drink from 2017."
France,Loire Valley,Fournier Père et Fils 2014 Les Belles Vignes  (Sancerre),Pinot Noir,87,27.0,"The wine is stalky with tight tannins and just a touch of spicy wood. It has acidity, bitter cherry fruits and structure. Drink now."
France,Loire Valley,Château la Varière 2011 La Chevalerie Cabernet Sauvignon (Anjou Villages Brissac),Cabernet Sauvignon,91,50.0,"Dark in color, this powerful and concentrated wine is still very young. There is possibly too much extraction here that shows in bitterness, but the wine also has the potential for aging with its rich underlying fruitiness. Don't drink before 2015."
France,Burgundy,Louis Bouillot NV Perle de Nuit Blanc de Noirs Brut  (Crémant de Bourgogne),Pinot Noir,87,22.0,"Warm and rounded wine, with almond flavor and the ripe red fruits to go with the intense and balancing acidity. The wine is rich, while also well textured, giving fine final acidity."
France,Burgundy,Pierre André 2009 Les Forges  (Bourgogne Hautes Côtes de Beaune),Pinot Noir,87,,"Benefiting from the ripe 2009 vintage, the wine shows more ripe fruit than is usual from the Hautes-Côtes. It has rich strawberry flavor along with acidity. The soft tannins add a light sense of structure."
France,Loire Valley,Domaine Delaporte 2014  Sancerre,Pinot Noir,91,,"The wine is young and still firm with dry tannins. It has really fresh red-berry fruits that are going to need time to broaden out. For now, the wine shows the fruitiness of the vintage and with a solid texture for aging. Drink from 2017."
France,Alsace,Robert Karcher et Fils 2014 Cuvée du Commandeur Pinot Noir (Alsace),Pinot Noir,86,24.0,A strangely bitter note mingles with unusually high-toned leafy red-fruit notes. The palate is slightly bitter but dry and fresh. The body is very light. Drink soon.
France,Burgundy,Manuel Olivier 2008 Les Damaudes  (Vosne-Romanée),Pinot Noir,92,39.0,"Dark colored wine, which translates into richness and flavors of full-bodied damsons and plum fruits, with finely judged tannins and wood. Natural power, with concentration and final acidity to give just the right lift."
France,Loire Valley,Domaine Vacheron 2015  Sancerre,Pinot Noir,92,40.0,"Expanding on their fathers' legacies, the cousins Jean-Laurent and Jean-Dominique Vacheron have a deserving reputation for their almost-Burgundian Sancerre. This latest vintage, packed with both fruit and structure, shows why. It is ripe with red cherries and dark plums laced with acidity. The wine is full of great ripe fruit and generous tannins. Drink from 2018."
France,Burgundy,Domaine Jessiaume 2015 La Comme Premier Cru  (Santenay),Pinot Noir,90,45.0,"The Domaine, which is based in Santenay, has produced a wine that has structure as well as ripe fruits. The combination promises good aging with the red-plum fruits likely to mellow into a rich concentrated wine. It is a wine to keep and age, and not drink before 2021."
France,Burgundy,Louis Latour 2015  Savigny-lès-Beaune,Pinot Noir,90,45.0,"The wine is ripe with red-cherry and plum flavors and plenty of acidity to balance. It is a rounded wine, generous with fruitiness and with a touch of tannin at the end. This is a fine village wine from this attractive appellation."
France,Provence,Château Deffends 2012 Red (Côtes de Provence),Red Blend,85,15.0,Black plum fruits start this wine on a good basis. But the hard tannins and medicinal character are not pleasant. It might improve by 2015.
France,Provence,Château Paradis 2010 Red (Coteaux d'Aix-en-Provence),Red Blend,91,,"This is a wine with good wood aging, a delicious perfumed character and firm tannins. It has weight and richness, with spicy Syrah lending an exotic feel to the wine. Drink from 2016."
France,Loire Valley,Domaine Sautereau 2014 Côte de Reigny  (Sancerre),Pinot Noir,89,23.0,"Some barrel aging has given this wine, with its already ripe fruits, extra richness. It is spicy, lifted by juicy acidity from the black cherries and plums. This is a full, warm and ripe wine that is just now ready to drink."
France,France Other,Domaine Torraccia 2013 Oriu Réserve de Torraccia Red (Corse Porto Vecchio),Red Blend,90,45.0,"Despite its light color, this is a wine for aging. Even now, the tannins are firm and give a dry texture to its red berry fruit. With acidity as well as structure, it's built for powerful meat dishes. Drink from 2018, when the tannins will have softened further."
France,Alsace,Zusslin 2010 Bollenberg Pinot Noir (Alsace),Pinot Noir,86,35.0,"Very textured wine, hinting at fruit that is only just ripe. This light and fragrant wine has red currant fruits and a smoky character. Probably not for aging."
France,Southwest France,Domaine Roumagnac 2012 O Grand R Red (Fronton),Red Blend,89,13.0,"Made from the oldest vines on the estate, this ripe and fruity wine is ready to drink. Its tannins are already integrated, leaving a smooth-textured wine that is accompanied by spice and red plum fruit flavors."
France,Burgundy,Louis Jadot 2011 Clos des Gatsulards  (Santenay),Pinot Noir,85,37.0,"Very jammy in character, this is a soft, ripe wine. It seems almost too ripe, a wine that is rounded without great texture. It will be ready to drink by the end of the year."
France,Burgundy,Henri de Villamont 2011  Chorey-lès-Beaune,Pinot Noir,85,32.0,"Still very young, it's full of acidity as well as bright raspberry fruits that give freshness. This light wine will soon be ready to drink."
France,Burgundy,Maison Champy 2008 Les Fichots Premier Cru  (Pernand-Vergelesses),Pinot Noir,91,,"A cool, elegant wine, the wood in harmony with the black cherry and mulberry fruits. The wine is properly structured and dense, the dry tannins lending great support to this fine, mineral-inspired wine."
France,Burgundy,Domaine de Courcel 2007 Fremiers Premier Cru  (Pommard),Pinot Noir,91,,"Sweet, jammy fruit with spice from wood aging give a rich and soft wine, packed with ripeness, red cherries and blackberry. At this stage, the wood is major, and needs time to integrate."
France,Burgundy,Henri de Villamont 2007 Les Evocelles  (Gevrey-Chambertin),Pinot Noir,91,,"A fine combination of tannins and ripe fruit, rich and at the same time solidly structured. The year brings out soft acidity and blackberry juice, and the wine finishes big and bold."
France,Burgundy,Henri de Villamont 2007 Les Groseilles Premier Cru  (Chambolle-Musigny),Pinot Noir,91,,"Groseilles is French for red currant, and there is a definite red-fruit character here, with a hint of smokiness and sweet tannins over layers of wood. The wine is still young and relatively soft, but offers aging over the next three to four years."
France,Burgundy,Chanson Père et Fils 2007 Les Grèves Premier Cru  (Beaune),Pinot Noir,91,,"From Chanson's five-acre parcel of the Beaune Grèves vineyard, this is a ripe, softly tannic wine, more dominated by strawberry flavors, rich and deliciously sweet. Not for long-term aging, but worth 2–3 years' waiting."
France,Burgundy,Joseph Drouhin 2007 Beaune Grèves Premier Cru  (Beaune),Pinot Noir,91,51.0,"A deliciously soft, smoky wine, the tannins a hint behind the rounded fresh berry and red-plum fruits. There is a great juicy character to go with the fresh acidity and the final, drier structure."
France,Alsace,Domaine Charles Frey 2014 Extra Brut Rosé Pinot Noir (Alsace),Pinot Noir,87,28.0,"Plum and berry, cherry and red apple all appear readily on nose and palate of this fruit-driven rosé. The palate tones this down with some bitter edges but they still remain lithe and refreshing. The finish is reminiscent of bruised apple. This will work better with food than as a mere apéritif."
France,Burgundy,Henri de Villamont 2008 Les Champs-Claude  (Santenay),Pinot Noir,87,,"Fresh, simple fruits, with plum skin texture and acidity. There is a fine layer of soft tannins. A wine to drink over the next two years."
France,Southwest France,Château Bouissel 2011 Le Bouissel Red (Fronton),Red Blend,90,,"The local grape Négette is a major party in this blend alongside Syrah and Malbec. This is a perfumed, ripe wine that has more generous fruit than tannin. Red berries dominate alongside acidity and a mineral-textured character. It's still fresh, fruity and needs time. Drink from 2017."
France,Loire Valley,Pascal & Nicolas Reverdy 2014 Terre de Maimbray  (Sancerre),Pinot Noir,90,,"This is a finely perfumed wine, rich in both structure and ripe fruits. It is smoothly textured, a full-bodied wine that has dark cherry flavors as well as a balanced layer of acidity. The wine is still young, juicy and will develop further, so drink from 2017."
France,Champagne,Vollereaux NV Brut Rosé de Saignée Pinot Noir (Champagne),Pinot Noir,87,40.0,This is an unusual rosé for Champagne. It is made 100% from Pinot Noir rather than a blend. And it is made by getting color directly from the fermenting grapes rather than the normal Champagne process of adding red wine. The result is a dark-colored rosé that has a tannic structure as well as red fruits. It is rich and concentrated with ripeness rather than great freshness. It is definitely a food wine.
France,Burgundy,Henri de Villamont 2005 Clos des Guettes Premier Cru  (Savigny-lès-Beaune),Pinot Noir,89,35.0,"Firmly structured, with bitter black cherries, red berry fruits and concentrated but vibrant fruit. This is delicious Pinot Noir, not powerful, but immediately enjoyable. Aging? Maybe, but not more than 3–4 years."
France,Burgundy,Louis Latour 2005 Domaine Latour  (Aloxe-Corton),Pinot Noir,89,50.0,"From its own estate, this Louis Latour wine is a ripe, strawberry- and juicy plum-flavored wine, sustained by a well- judged dry layer of tannins. It is sweet, the acidity showing through in the red fruits."
France,Burgundy,Corton André 2005 Les Petites Lolières Premier Cru  (Aloxe-Corton),Pinot Noir,89,,"Soft, ripe and generous, this is a delicious, spicy wine with a backbone of great tannins. The aftertaste shows layers of acidity and fresh red berry fruits."
France,Burgundy,Louis Jadot 2005 Les Chouacheux Premier Cru  (Beaune),Pinot Noir,89,40.0,"Very fresh, very raspberry, this wine opens gently with sweetness and roundness. The tannins do come into play, but ever so gently, a counterpoint to the sweet, fine fruits that dominate this attractive, relatively early drinking wine."
France,Alsace,Domaine Barmès-Buecher 2013 Vieilles Vignes Pinot Noir (Alsace),Pinot Noir,90,55.0,The closed nose leads onto a compact palate that mixed red cherry notes with sandalwood oak spice. This is elegant and evolves beautifully in the glass. It will sing with earthy mushroom dishes.
France,Burgundy,Domaines Devillard 2011 Domaine des Perdrix  (Bourgogne),Pinot Noir,85,,"A ripe and fruity wine with light tannins, red cherry fruit and a fine line of acidity. The wine is softly textured, with just the touch of dryness at the center. Drink now and until 2017."
France,Southwest France,Rieutort 2011 Red (Côtes de Gascogne),Red Blend,84,,"A Bordeaux blend with some Tannat thrown into the mix, this is a juicy, very fruity wine. It has fresh berry flavors, a touch of spice and soft tannins. Drink now."
France,Southwest France,Domaine Damiens 2014 Tradition Red (Madiran),Red Blend,85,18.0,"This is a stalky wine. Even though it is full in the mouth, it still has a tight, green character typical of unripe Tannat. The blend is 80% Tannat, 10% Cabernet Franc and 10% Cabernet Sauvignon. Tannins and bell pepper flavors go with the firm structure and the acidity at the end. Drink from 2017."
France,Burgundy,Jean-Luc and Paul Aegerter 2011 Les Damodes Premier Cru  (Nuits-St.-Georges),Pinot Noir,92,,"This ripe, full and structured wine is developing well. Rich, dark fruits come complete with juicy acidity and a complex, dense texture. Structure and fruit together promise aging and this wine will be ready to drink in 2016."
France,Southwest France,Château Flotis 2012 Red (Fronton),Red Blend,87,18.0,"The wild perfumes of the Négrette dominate this wine. Giving aromas of roses and beetroot and black fruit flavors, it is firm with young tannins. The wine is still developing and should age at least until 2018."
France,Southwest France,Domaine d'Escausses 2014 Cuvée des Drilles Red (Gaillac),Red Blend,87,15.0,"This predominately Duras wine is fresh and fruity with an attractive depth of smoky tannins and structure. It is rich enough to age although its red currant fruitiness is delicious and juicy now. Drink now, or age until 2018."
France,Southwest France,Château Flotis 2010 L de Flotis Red (Fronton),Red Blend,86,14.0,"A Négrette-based wine, this is full of red berry flavors and that leathery, polished character that is typical of the grape. It has plenty of acidity as well as a tight, tannic character. The wine will always be tannic, so it is ready to drink now."
France,Champagne,Piollot Père et Fils 2014 Come des Tallants Zéro Dosage Pinot Noir (Champagne),Pinot Noir,88,45.0,"This still-young crisp wine is full of apple and citrus acidity. The mousse is lively, giving a bright character to this fruity wine. Because it is so dry, it needs another few months before drinking, so wait until 2018."
France,Alsace,Domaine Charles Frey 2014 Quintessence Pinot Noir (Alsace),Pinot Noir,90,38.0,"A closed nose leads to a gently concentrated palate of tart aromatic red-cherry fruit pervaded by conifer notes. Very finely structured tannins create a texture of starched crackling silk while darker cherry notes lurk in the background and are met with juicy freshness. This is aromatic, elegant and long."
France,Alsace,Domaine Rieflé-Landmann 2015 Bonheur Convivial Pinot Noir (Alsace),Pinot Noir,90,20.0,"Fresh notes of crunchy red cherry have a spicy edge of pepper. The body of this slender Pinot Noir is very light, totally peppery and very appetizing. The structure is soft and very refreshing. This could also be chilled and is a fabulously light-bodied but sprightly lunch red. The finish is perfectly dry and very enlivening."
France,Burgundy,Albert Bichot 2005 Domaine du Clos Frantin Aux Malconsorts Premier Cru  (Vosne-Romanée),Pinot Noir,95,115.0,"A superb wine, the tannins carrying along the dense structure with ease and grace. The purity of the ripe berry fruit is very marked, with acidity giving freshness to the sweet wine. The whole ensemble is developing well, but will need many years' aging."
France,Burgundy,Louis Jadot 2005 Les Baudes Premier Cru  (Chambolle-Musigny),Pinot Noir,95,95.0,"This is a wonderful wine, very ripe, the blackberry and sweet fruits all here, While the tannins are solid and concentrated, they are in the center of a lush, beautifully rich series of flavors that range from fruit to licorice to spice. The wine shows great aging potential."
France,Burgundy,Louis Jadot 2006 Clos Saint-Jacques Premier Cru  (Gevrey-Chambertin),Pinot Noir,95,,"With entrancing smoky aromas, this is a ripe, intense and powerful wine. The tannins are dry, contrasting with the black fruit-juice flavors, black chocolate and a dry final taste. For long-term aging."
France,Burgundy,Chanson Père et Fils 2007 Domaine Héritiers Paul Chanson  (Corton Vergennes),Pinot Noir,95,,"Rounded and fat, with the weight and power of white wines from Corton. The texture is taut, still very young, waiting to allow the full richness of the fruit to come through. Impressive, it needs a minimum of four years aging."
France,Burgundy,Chanson Père et Fils 2007  Chambertin Clos de Bèze,Pinot Noir,95,,"With its solidly dry tannins, this is a powerhouse, very dark in texture, very structured. The fresh fruit is just showing from all this intensity. Still very youthful, this is an impressive wine for aging over many years."
France,Burgundy,Nuiton-Beaunoy 2009  Gevrey-Chambertin,Pinot Noir,88,59.0,"This is a big and full-bodied wine, with its tannins merging with notes of red plum fruit and spicy wood. With a generous feel, it also has a solid, powerful structure that offers the possibility of aging"
France,Burgundy,Chanson Père et Fils 2009  Nuits-St.-Georges,Pinot Noir,88,68.0,"A foursquare, solid wine that shows its structure right up front. It is backed by red fruits and acids that lend a warm feeling. Full and dense, this needs to age."
France,Burgundy,Calvet 1998 Calvet Premiere  (Bourgogne),Pinot Noir,85,17.0,"Light and taut, this blend from Nuits-St.-Georges, Volnay and Pernand-Vergelesses offers an odd combination of elements. There are bright cherry-kirsch aromas, cherry and earth flavors and a nice mouthfeel sporting a chalky note. But there’s also an odd, candied edge to the fruit and a touch of greenness. Finishes tart, dry and fairly full, but with somewhat tough tannins."
France,Languedoc-Roussillon,Calvet 1998 Cabernet Sauvignon (Vin de Pays d'Oc),Cabernet Sauvignon,85,7.0,"Accurate varietal character abounds in this value red. There’s dark berry and a slight herbaceousness, but not in an off-putting way. Light in style but it possesses nice mouthfeel with smooth cassis fruit and a decent finish."
France,Alsace,Clément Klur 2011 Pinot Noir (Alsace),Pinot Noir,85,30.0,"Bright, ripe strawberry and cherry flavors are contrasted with the firm tannins of wood aging. This is a very young wine, with layers of acidity, spice and toast. Drink from 2016."
France,Burgundy,Maison Stéphane Brocard 2014 Closerie des Alisiers Les Champs Rémy  (Gevrey-Chambertin),Pinot Noir,92,52.0,"A concentrated wine from 40-year-old vines, this is rich and dense. It has a balance between the juicy black fruits and firm tannins, the whole shot through with acidity. Drink this fine single vineyard wine from 2019."
France,Burgundy,Louis Max 2009 Domaine de la Créa Les Beaumonts  (Chorey-lès-Beaune),Pinot Noir,86,,"A firmly tannic wine, with flavors of smoky wood and plum skin. Equally relying on its lean structure, acidity and fruit, this needs to age for 2–3 years."
France,Burgundy,Domaine Jessiaume 2008 Brouillards Premier Cru  (Volnay),Pinot Noir,92,50.0,"Here is all the right Volnay richness. The tannins give the wine a firm edge, a support for the soft, opulent center. Black berry and damson flavors are dominant, offering acidity to go with the ripe texture. Age for 5–6 years."
France,Champagne,Jean Laurent 2005 Blanc de Noirs Millésimé Brut Pinot Noir (Champagne),Pinot Noir,92,93.0,"A pale gold color leads into a wine that is mature and rich. The fruits have mellowed into almond and spice, with attractive acidity, while the ripe texture remains. The balance is just right in a wine that is generous and full in the mouth. Drink now."
France,Burgundy,Domaine A. Machard de Gramont 2010 Les Morais  (Aloxe-Corton),Pinot Noir,88,43.0,"Wood aging has imparted a slight bitterness to the ripe fruit. The juicy red-cherry flavor is melded into the firm tannins, and the finish is bright and round."
France,Burgundy,Domaine Champy 2010  Pommard,Pinot Noir,88,,"Made from grapes that were sourced from two parcels, this Pommard is firmly structured, and it shows fine red-fruit flavers that sit under the dark, dense tannins. It has a ripe yet minerally texture."
France,Burgundy,Albert Bichot 2010 Clos de l'Ermitage  (Beaune),Pinot Noir,88,,There is a touch of minerality in this wine as well as a dry edge and ripe red-fruit flavors that are already attractive. It should be aged at least three years.
France,Burgundy,Jaffelin 2010 Les Grandes Vignes Premier Cru  (Givry),Pinot Noir,88,32.0,"Givry, which is located in the Côte Chalonnaise, produces wines that have warmth and a firm edge. This wine fits the style with its juicy red fruits, ripe tannins and solid, chunky finish. This is not for aging, so drink now."
France,Burgundy,Henri de Villamont 2005 Les Châtelots Premier Cru  (Chambolle-Musigny),Pinot Noir,91,62.0,"Soft and opulent, relishing its rich fruits and round, velvet structure, this wine hits all the right notes. It's not all padded and soft: There are tannins there, wrapped in the richness and delicious fruit."
France,Burgundy,Domaine de l'Arlot 2005 Clos des Forêts St Georges Premier Cru  (Nuits-St.-Georges),Pinot Noir,91,,"A bruiser of a wine: dark tannins, brawny structure, tough and hard around the edges. That said, its tannins are true to its Nuits-St.- Georges origins in its dry core surrounded by dense fruit."
France,Burgundy,Domaine Guillot-Broux 2003 Beaumont  (Mâcon-Cruzille),Pinot Noir,86,,"There aren't many 2003 wines available today, and this raisin and red fruit flavored wine shows plenty of attractive ripe flavors. Dried fruits dominate, giving the wine a Port-like richness, the tannins now comfortably integrated in the texture."
France,Burgundy,Roche de Bellene 2012 Vieilles Vignes  (Gevrey-Chambertin),Pinot Noir,92,75.0,"This powerful, dense wine has a good, long journey to travel. The 20% wood aging has given a surprising amount of toastiness to the black plum fruit and intense acidity. It needs to age, so drink from 2020."
France,Burgundy,Domaine Alain Jeanniard 2011 En Combe Roy  (Fixin),Pinot Noir,88,,"Solid and tannic, this is a full-bodied wine with potential. Ripe fruits are dense and juicy.  With both structure and fruit, this wine will develop well. Drink from 2017."
France,Burgundy,Domaine Chandon de Briailles 2011  Savigny-lès-Beaune,Pinot Noir,88,,"Fruity and jammy, this ripe wine has structure and acidity, along with a good depth of flavor. It will certainly age and shouldn't be drunk before 2017."
France,Burgundy,Domaine Dominique Gruhier 2011 Côte de Grisey Cuvée Juliette  (Bourgogne Epineuil),Pinot Noir,88,30.0,"With spice and dark coffee flavors, this wine shows some wood aging. It also has considerable acidity and the brightest strawberry fruit. Lively and fragrant at the end, it can be drunk now."
France,Burgundy,Domaine du Prieuré 2011 Moutier Amet  (Savigny-lès-Beaune),Pinot Noir,88,25.0,"Full of red fruits, it also has a strong structure and firm tannins. For now, the wine is textured and dense. It needs to age and broaden out to give a softer feeling. Drink from 2018."
France,Burgundy,Domaine Roger Belland 2011  Santenay,Pinot Noir,88,,"Warm, ripe and rounded, this is a soft and attractive wine. It has touches of wood as well as some firm tannins that are embedded in the soft texture. It's a wine that will develop quickly and well. Drink from 2016."
France,Burgundy,Domaine Rossignol-Trapet 2011  Bourgogne,Pinot Noir,88,22.0,"A perfumed wine, it's very fresh and bright with strawberry flavors as well as a delicate touch of tannin. A delicious wine to drink now."
France,Burgundy,Jean-Luc and Paul Aegerter 2014  Hautes Côtes de Nuits,Pinot Noir,87,33.0,"Vines planted between 900 and 1,200 feet above sea level give this cool interpretation of Pinot Noir. The wine is crisp, lightly structured with some tannins and with a delicate cherry and red-berry fruitiness. It will be ready to drink from 2017."
France,Provence,Domaine Houchart 2006 Red (Côtes de Provence),Red Blend,87,11.0,"A classic Provence red: charming, light and fresh, with pretty red fruit and straightforward flavors of plum and bramble. There's a bit of tannin here but this is a wine to drink young, before the fresh fruit fades. Try with grilled spare ribs."
France,Burgundy,Domaine Méo-Camuzet 2013  Fixin,Pinot Noir,88,,"Very fresh and fruity, this wine from the north end of the Côte de Nuits has tight acidity and plenty of raspberry fruit, fragrant and perfumed. It should be ready to drink from 2017."
France,France Other,La Châsse 2015 Pinot Noir (Vin de France),Pinot Noir,85,11.0,"Ripe aromas of black plum, cherry and boysenberry are at the forefront of this richly fruited wine. The wine's lushness is complemented by hints of pepper and baking spice, as well as medium tannins that lend a subtle structure to the palate."
France,France Other,Confidence 2014 The Secret Cabernet Sauvignon (Vin de France),Cabernet Sauvignon,85,15.0,"Oaky tones of vanilla bean, wood and sweet spice are at the fore of the bouquet, while notes of black cherry, stewed plum and raspberry coulis provide a solid backbone throughout. The mouthfeel is smooth and supple, with easy, approachable ripe-fruit flavors and a lingering hit of baking spice."
