country,province,title,variety,points,price,description
Italy,Veneto,San Rustico 2010 Gaso  (Amarone della Valpolicella Classico),Red Blend,90,64.0,"Aromas of raisin, purple flower, stewed plum, Asian spice and a hint of resin lead the nose on this dense red. The big monolithic palate doles out mature black plum, raisin, blackberry extract and licorice alongside velvety tannins. A confectionery note closes the finish."
Italy,Veneto,Tenuta Sant'Antonio 2007 Lilium Est Riserva  (Amarone della Valpolicella),Red Blend,90,,"Pipe tobacco, exotic spice, mature black-skinned berry aromas and a balsamic note slowly emerge on this brawny red. The powerfully built palate delivers raisin, dried morello cherry, licorice, espresso and clove alongside bracing, close-grained tannins that grip the finish."
Italy,Veneto,David Sterza 2012  Amarone della Valpolicella Classico,Red Blend,90,45.0,"Aromas of chopped herb, exotic spice, coconut, menthol and a whiff of new leather lead the nose on this full-bodied structured red. The robust palate offers raisin, blackberry extract, coffee and tobacco alongside firm, fine-grained tannins."
Italy,Veneto,Masi 2008 Serego Alighieri Vaio Armaron  (Amarone della Valpolicella Classico),Red Blend,90,75.0,"You'll find aromas suggesting leather, mature dark-skinned fruit, moist earth and a whiff of game on this brawny red. The firm palate offers dried black cherry, raisin, licorice and tobacco alongside close-grained tannins that grip the finish."
Italy,Veneto,Pasqua 2012 Famiglia Pasqua  (Amarone della Valpolicella),Red Blend,90,40.0,"This opens with aromas of mature black currant and dark baking spice. The full-bodied palate offers mature black cherry, ripe blackberry, licorice and pipe tobacco alongside a backbone of firm, fine-grained tannins. Drink 2017 through 2022."
Italy,Veneto,Novaia 2010 Corte Vaona  (Amarone della Valpolicella Classico),Red Blend,93,70.0,"Intense fragrances suggest blue flower, leather, truffle, ripe black fruit and spice. The savory palate delivers layers of sweet black cherry, crushed plum, black pepper, mocha and baking spices alongside firm, velvety tannins and fresh acidty. It's already accessible but will develop more complexity. Drink 2015–2025. North Berkeley Imports, Glazer's."
Italy,Tuscany,Castello di Fonterutoli 2012 Ser Lapo Riserva  (Chianti Classico),Red Blend,92,30.0,"Sangiovese and 10% Merlot are behind this savory red. It opens with aromas of plum, blue flower, forest floor and baking spice. The aromas follow through to the elegantly structured palate, along with juicy black cherry crushed raspberry, clove and tobacco."
Italy,Tuscany,Montemercurio 2009 Damo  (Vino Nobile di Montepulciano),Red Blend,92,65.0,"Savory and full-bodied, this blend of 80% Sangiovese and 20% Canaiolo, Mammolo, Colorino and Barbera offers aromas of ripe dark berry, tobacco, ground pepper and truffle. The firmly structured palate delivers black cherry, black raspberry, mocha and licorice alongside velvety tannins."
Italy,Tuscany,Felsina 2013 Berardenga  (Chianti Classico),Red Blend,92,26.0,"Dark berry, underbrush and tobacco aromas lead the nose of this vibrant, structured wine while the palate doles out black cherry, fresh raspberry, licorice and clove. Fresh acidity and supple tannins balance the juicy flavors. Drink through 2018."
Italy,Veneto,Sartori 2010 Estate Collection  (Amarone della Valpolicella),Red Blend,92,40.0,"You can't go wrong with this Amarone from one of the area's most storied houses. It always shows consistent quality and the 2010 is no exception. It boasts ripe black cherry and white pepper notes, with hints of raisin and almond. Velvety smooth and round, it's also fresh and very drinkable. Enjoy after 2016 for additional complexity."
Italy,Veneto,Novaia 2009 Corte Vaona  (Amarone della Valpolicella Classico),Red Blend,92,65.0,This succulent Amarone has a fragrance of cherry and raspberry with whiffs of baking spices. The palate delivers gorgeous black fruit layered with white pepper and nutmeg. It's shows an intriguing balance of power and finesse.
Italy,Southern Italy,Leone de Castris 2003 Donna Lisa Rosso Red (Salice Salentino),Red Blend,88,16.0,"This is a very pretty wine with lush richness and bursting notes of black cherry and plum. The wine boasts thick, dark concentration and background aromas of cola and white peppercorn. The tannins are tight and solid and the wine would work with braised or grilled meat."
Italy,Southern Italy,Librandi 2005 Gravello Red (Val di Neto),Red Blend,88,33.0,"Here is a distinctive “super Calabrian” blend of Gaglioppo and Cabernet Sauvignon that delivers black olive and capers beyond subtle notes of blackberry and cherry. It has sharp, crisp dimension in the mouth with good structure and should be paired with a cream-  or butter-based dish for balance."
Italy,Southern Italy,Agricole Vallone 2003 Graticciaia Red (Salento),Red Blend,88,,"There's a unique quality to this wine that recalls bramble, forest floor, cola and small berry fruit. The wine is big and intense with succulent, chewy tannins and sweet tea flavors."
Italy,Northeastern Italy,Tenuta San Leonardo 2008 Villa Gresti Red (Vigneti delle Dolomiti),Red Blend,89,50.0,"A blend of 90% Merlot and 10% Carmenère, this opens with aromas that recall red currant, toast and a balsamic note. The firm palate offers dried black cherry, leather, game, truffle and a cedar note alongside supple tannins."
Italy,Italy Other,Rivetti Massimo 2008 Duemilaotto Metodo Classico Red (Vino Spumante),Red Blend,90,40.0,"Made with Nebbiolo and Pinot Nero, this delivers freshness and structure. Intriguing aromas suggest rose, tilled earth, red apple, berries and a whiff of cake spices. The palate offers wild cherry and cinnamon alongside an elegant, persistent mousse and crisp acidity. Enjoy through 2018."
Italy,Veneto,Corte Adami 2015  Valpolicella Superiore,Red Blend,86,17.0,"This opens with aromas of bell pepper, French oak and exotic spice. The aromas carry over to the palate along with prune, vanilla and a confectionery framed in close-grained tannins. The fruit is already drying up so drink sooner rather than later."
Italy,Northeastern Italy,Jacùss 2007 Tazzelenghe Red (Colli Orientali del Friuli),Red Blend,88,24.0,Tazzelenghe is a fascinating red varietal from northeast Italy that almost faced extinction before it was rediscovered just a few years ago. It offers density and richness that is enhanced by red cherry and blackberry spice.
Italy,Sicily & Sardinia,Feudi del Pisciotto 2011 Giambattista Valli  (Cerasuolo di Vittoria),Red Blend,86,30.0,"Oak, roasted coffee bean and rubber aromas lead the nose. The palate displays oak extract, vanilla, espresso, mocha and mature plum alongside astringent wood tannins that leave a drying finish. It lacks fruit richness."
Italy,Tuscany,Tenuta Sette Cieli 2012 Noi 4  (Bolgheri),Red Blend,87,42.0,"Aromas of dark berry, clove, bell pepper and cedar take shape in the glass. The tightly wound palate delivers dried black cherry, espresso, oak and a green note of dried sage alongside astringent tannins. While the tannins need time, the fruit is already starting to dry up."
Italy,Tuscany,Aia Vecchia 2010 Sorugo  (Bolgheri Superiore),Red Blend,87,40.0,"A blend of 50% Cabernet Sauvignon, 30% Merlot, 15% Cabernet Franc and 5% Petit Verdot, this conveys aromas of vanilla, oak, red currant and cedar. The hearty palate displays mature plum, dried cherry, espresso and bell pepper alongside drying tannins. It finishes with the heat of alcohol."
Italy,Sicily & Sardinia,Judeka 2014  Cerasuolo di Vittoria,Red Blend,89,18.0,"A blend of 60% Nero d'Avola and 40% Frappato, this opens with scents of wild berry, rose and a light spice note. On the savory, easygoing palate, a touch of clove adds interest to crushed strawberry and Morello cherry. Fresh acidity brightens the juicy flavors."
Italy,Veneto,Secondo Marco 2008  Amarone della Valpolicella Classico,Red Blend,88,50.0,"Big and muscular, this opens with aromas of blackcurrant, grilled pepper and exotic spice. The solid palate delivers grilled porcini mushroom, roasted coffee bean and prune alongside teeth-coating tannins."
Italy,Tuscany,Castello di Querceto 2008 Il Sole di Alessandro Cabernet Sauvignon (Colli della Toscana Centrale),Cabernet Sauvignon,92,70.0,"This expression of Cabernet Sauvignon shows Tuscan characteristics of maraschino and dried Mediterranean herb. This is enhanced by tones of chocolate, espresso bean and cinnamon. The tannins are silky and long."
Italy,Tuscany,Renieri 2009 Re di Renieri Red (Toscana),Red Blend,92,30.0,"This super Tuscan blend of Cabernet Franc, Cabernet Sauvignon, Merlot and Petit Verdot is showing so beautifully now. It opens with rich, lovely intensity and bright aromas of black fruit, cassis, spice, leather, mocha and tobacco. Drink it now or let it age 10 years or more."
Italy,Tuscany,Fattoria Uccelliera 2013  Chianti,Red Blend,86,14.0,"Subtle berry and wildflower aromas lead the nose of this bright, friendly red. The informal palate offers crushed wild cherry, raspberry and a hint of clove alongside soft, rather fleeting tannins."
Italy,Tuscany,Piccini 2011  Chianti Classico,Red Blend,86,15.0,"Made with Sangiovese and 10% Merlot, this opens with aromas of red currant and a whiff of exotic spice. The straightforward palate offers dried black cherry, clove and a hint of grilled herb alongside smooth tannins. Simple but well made, it's is made to be enjoyed young so drink soon."
Italy,Tuscany,Sensi 2012 Riserva  (Chianti Classico),Red Blend,86,24.0,"A blend of Sangiovese and 20% Canaiolo, this opens with aromas of baked plum, dark berry, mocha and vanilla. The palate offers dried black cherry, sweet baking spice and a confectionary note alongside smooth but rather fleeting tannins."
Italy,Tuscany,Guado al Tasso 2012 Il Bruciato  (Bolgheri),Red Blend,89,32.0,"A blend of Cabernet Sauvignon, Merlot and Syrah, it conveys aromas of red and black currants, black pepper and cedar. The straightforward palate delivers juicy blackberry accented with notes of white pepper, mocha and graphite alongside round tannins. It's ready so enjoy soon."
Italy,Tuscany,Tenuta Santo Pietro 2010 Perceptum Red (Toscana),Red Blend,89,30.0,"This savory blend of 50% Merlot, 35% Cabernet Sauvignon and 15% Petit Verdot has aromas of red currants, toast, cedar and baking spices. The juicy palate delivers ripe red cherries, clove and white pepper alongside firm but elegant tannins. Hold another year or two to fully develop. Drink 2015–2020."
Italy,Tuscany,Fattoria di Montemaggio 2007 Riserva  (Chianti Classico),Red Blend,89,35.0,"Blue flower, blackberry, leather, underbrush and vanilla aromas jump out the glass with this warm, full-bodied wine. The dense, one-dimensional palate offers ripe black cherry and sweet oak accented with vanilla and cinnamon notes. It's already reached its ideal drinking window so enjoy soon."
Italy,Tuscany,Mocali 2009 Mirus  (Maremma),Red Blend,88,30.0,"A super Tuscan blend of Sangiovese, Merlot, Syrah and Alicante, this shows some of the cheerful, funky and lively characteristics that identify this wine with Maremma, Tuscany. This velvety effort offers notes of chocolate, blackberry, chewy cherry and tobacco."
Italy,Tuscany,Castello di Monastero 2011 Poggio alle Sughere  (Morellino di Scansano),Red Blend,84,19.0,"Leafy aromas with hints of farmyard lead the nose on this blend of 90% Sangiovese and 10% Cabernet Sauvignon. Overripe black cherry and mature plum flavors are interspersed with bitter sensations of burned rubber. It closes with green, astringent tannins."
Italy,Tuscany,Rocca di Montegrossi 2009 Vigneto San Marcellino  (Chianti Classico),Red Blend,84,50.0,"This wine opens with aromas of burned tire rubber and asphalt. The palate offers bitter sensations of grilled sage, oak extract and roasted coffee beans alongside tongue-drying wood tannins."
Italy,Piedmont,Le Pianelle 2013 Al Posto dei Fiori Rosato Red (Coste della Sesia),Red Blend,90,23.0,"A blend of Nebbiolo, Vespolina and Croatina, this boasts delicate floral and fruit aromas of white rose and wild berry. Juicy red cherry and fleshy strawberry drive the vibrant palate while hints of baking spice provide the backdrop."
Italy,Central Italy,Drei Donà Tenuta La Palazza 2008 Magnificat Cabernet Sauvignon (Forlì),Cabernet Sauvignon,87,38.0,This is a standard Cabernet Sauvignon that sees oak aging for added layers of spice and toast. At the core is a solid base of red fruit and blackberry with easy endnotes of licorice and dried spice.
Italy,Central Italy,Umberto Cesari 2011 Moma Red (Rubicone),Red Blend,87,19.0,There's a soft and plush side to this edition of Moma that comes forward thanks to the extra cinnamon spice and vanilla present on the bouquet. Red berry fruit and cherry add a note of freshness to the finish.
Italy,Sicily & Sardinia,Duca di Salaparuta 2010 Triskelè Red (Sicilia),Red Blend,89,40.0,"Made from a blend of 80% Nero d'Avola and 20% Merlot, this hearty wine opens with aromas of underbrush, tobacco leaf, mature plum, bell pepper and black berry. The round palate offers notes of juicy blackberry, cocoa, vanilla and expresso."
Italy,Tuscany,Volpaia 2013 Citto Red (Toscana),Red Blend,86,13.0,"Fresh and fruity, this simple red doles out wild cherry, crushed raspberry and strawberry alongside tang acidity and smooth tannins. This would match well with pizza or light pasta dishes. Drink now."
Italy,Tuscany,Badia a Coltibuono 2013  Chianti Classico,Red Blend,90,20.0,"This savory, easy-drinking red opens with earthy aromas of tilled soil, forest floor, menthol, leather and raspberry. The medium-bodied palate doles out succulent wild cherry, baking spice and chopped mint framed in silky tannins and bright acidity. While it has structure, it's made for sheer drinking pleasure. Enjoy through 2019."
Italy,Tuscany,Casale Daviddi 2014  Rosso di Montepulciano,Red Blend,90,16.0,"Delightful and delicious, this opens with aromas of violet, red berry, cake spice and an earthy whiff of moist soil. The polished palate offers juicy red cherry, crushed strawberry, orange peel and cinnamon while bright acidity and silky tannins provide balance."
Italy,Tuscany,Castello Vicchiomaggio 2013 Agostino Petri  (Chianti Classico),Red Blend,90,25.0,"Aromas suggesting baked plum, menthol, aromatic herb and dark cooking spice lead the nose. The taut, lively palate offers black cherry, espresso and star anise alongside firm, fine-grained tannins and nervous acidity. It's still a bit austere and needs a few more years to unwind. Drink 2018–2025."
Italy,Tuscany,Quercia al Poggio 2011  Chianti Classico,Red Blend,90,30.0,"A blend of Sangiovese and 20% Ciliegiolo, this opens with aromas that recall fragrant purple flower, new leather, aromatic herb and red berry. The ripe palate doles out juicy Marasca cherry, chopped mint and a hint of star anise alongside fine-grained tannins that leave a firm, polished finish. Drink through 2019."
Italy,Veneto,Tedeschi 2009 Capitel San Rocco  (Valpolicella Superiore Ripasso),Red Blend,88,22.0,"Tedeschi's bright Ripasso offers vibrant tones of forest berry and bramble followed by sharp, crisp acidity that keeps the palate refreshed. The wine ends with medium, but persistent intensity."
Italy,Tuscany,Le Bertille 2014  Rosso di Montepulciano,Red Blend,87,18.0,"A blend of 80% Sangiovese and 20% Ciliegiolo, Canaiolo and Colorino, this has aromas of black plum and baking spice. On the brisk palate, racy acidity and rounded tannins support sour cherry, clove and herb. Enjoy soon."
Italy,Tuscany,Montemercurio 2012 Petaso  (Rosso di Montepulciano),Red Blend,87,26.0,"Aromas of mature dark-skinned berry and baking spice lead the nose. The palate is rather evolved, showing dried black cherry, prune and white pepper alongside firm tannins. Enjoy soon to capture the remaining fruit flavors."
Italy,Central Italy,Barberani 2009 Foresco Red (Umbria),Red Blend,87,18.0,"This oak-aged blend of Sangiovese (50%), Merlot and Cabernet Sauvignon opens with a dark ruby color and aromas of black cherry, cassis and exotic spice. Smooth, sweet berry fruit characterizes the finish."
Italy,Central Italy,Bocale 2011  Montefalco Rosso,Red Blend,85,20.0,"Aromas of espresso, oak, vanilla, prune and mocha follow through to the warm palate along with dried black cherry, fig, roasted coffee bean, powdered sage and evident alcohol. It's already evolved, with fleeting but drying tannins."
Italy,Tuscany,Sant'Andrea in Colle 2013  Chianti Classico,Red Blend,85,15.0,"Fresh and simple, this opens with aromas that recall blackberry and dark spice. The aromas carry over to the easy palate along with a note of orange zest offset by firm acidity and loose knit tannins."
Italy,Veneto,Fabiano 2005 Vajo Red (Rosso del Veronese),Red Blend,86,,"Smoke, tobacco and spice are backed by dried berry fruit and prunes. There's a nice intensity to this wine's mouthfeel that is enhanced by vibrant flavors and bright acidity. It is, however, very ripe: almost jammy."
Italy,Southern Italy,Apollonio 2011 Red (Copertino),Red Blend,88,19.0,"Aromas of oak, espresso, steeped plum and cracked pepper lead the nose on this blend of 70% Negroamaro, 20% Montepulciano and 10% Malvasia Nera. The palate offers raspberry jam, clove, allspice and roasted coffee bean alongside assertive but fine-grained tannins. It ends on a note of bitter prune. Drink through 2017."
Italy,Tuscany,Castellare di Castellina 2005 Coniale Cabernet Sauvignon (Toscana),Cabernet Sauvignon,91,45.0,"Sweet oak notes are followed by cherry, chocolate and vanilla. This is a rich Cabernet Sauvignon with a modern and very pleasurable approach that puts emphasis on power, softness and intensity. Vibrant cherry flavors last many long minutes on the palate."
Italy,Tuscany,Castello di Meleto 2005 Rainero Red (Toscana),Red Blend,91,,"Here's an inky, densely concentrated blend of Sangiovese, Merlot and Cabernet with intense aromas of chocolate, coffee, ripe berry, plum and spice. The wine is rich, well textured and offers enormous length on the close. Those bright cherry flavors leave a rich and long impression."
Italy,Tuscany,Volpaia 2005 Balifico Red (Toscana),Red Blend,91,60.0,"This is a well-integrated super Tuscan blend of Sangiovese and Cabernet Sauvignon, although the 2005 vintage doesn't have quite the same intensity as 2004. The wine is well defined and sharp in the mouth with a tonic and bright quality of fruit."
Italy,Tuscany,Tenuta Villa Trasqua 2013 Traluna Red (Toscana),Red Blend,88,16.0,"Sangiovese gets a spicy lift from 5% Alicante on this bright, easy drinking wine. It offers scents of blue flowers, plum, blackberry and baking spice while the smooth, savory palate delivers crushed black cherry, white pepper and aniseed. Bright acidity and refined tannins lend it balance."
Italy,Tuscany,Carpineto 2009 Riserva  (Vino Nobile di Montepulciano),Red Blend,90,35.0,"Leafy underbrush, scorched earth, leather and vanilla aromas lead the nose, together with a whiff of game. The dense palate doles out black cherry, tobacco, savory herb and clove alongside polished tannins. It's already extremely accessible so enjoy soon."
Italy,Tuscany,Cecchi 2012  Chianti Classico,Red Blend,90,18.0,"Aromas of underbrush, wild flower, leather and ripe berry lead the nose. The juicy palate offers black cherry, cinnamon, anise and a hint of game alongside fresh acidity and velvety tannins. Drink through 2017."
Italy,Tuscany,Terenzi 2011 Bramaluce  (Maremma Toscana),Red Blend,89,23.0,"Bramaluce is a blend of Sangiovese and Syrah that opens with bold aromas of ripe fruit, blackberry jam and prune. The smoky finish adds a sophisticated twist. Some of the grapes used in the blend are air-dried on bamboo mats for added intensity."
Italy,Tuscany,Sassotondo 2011 Tuforosso  (Maremma),Red Blend,88,12.0,"Made from organic fruit, this wine offers luscious cherry and blackberry flavors that arrive in thick, opulent layers. A veil of plush richness covers the palate."
Italy,Tuscany,Monteverro 2008 Terra di Monteverro Red (Toscana),Red Blend,91,75.0,"Terra is the less expensive red from Monteverro, made with a Bordeaux-inspired blend of grapes. This debut vintage shows green spice, black fruit, Greek olive and moist clay. It's an impressive wine, with a thick and determined style."
Italy,Tuscany,Rocca di Frassinello 2008 Le Sughere di Frassinello  (Maremma),Red Blend,91,33.0,"This edition of Le Sughere di Frassinello shows impressive softness and richness, with round tones of red cherry, chocolate, spice, leather and tobacco. It's soft, luscious and very smooth on the finish."
Italy,Tuscany,Tenuta Argentiera 2008 Villa Donoratico  (Bolgheri),Red Blend,91,32.0,"Villa Donoratico, a blend of Cabernet Sauvignon (60%), Cabernet Franc and Merlot, opens with bold, ripe cherry aromas followed by spice, leather, tobacco and smooth chocolate. The wine also earns points in the mouth thanks to its intensity and firm structure."
Italy,Tuscany,Tenuta Monteti 2007 Caburnio Red (Toscana),Red Blend,91,22.0,"The picturesque hilltop hamlet of Capalbio in southern Tuscany is the site of some exciting new wines. Tenuta Monteti is a leader in the area and this extracted blend shows tones of espresso, dark fruit, tobacco and spice. Drink in two or three years."
Italy,Tuscany,Castello di Bolgheri 2008 Varvàra  (Bolgheri),Red Blend,91,30.0,"This blend of Cabernet Sauvignon, Merlot, Syrah and Petit Verdot shows oaky tones of exotic spice delivered in a steady and even manner with loads of plump fruit and blackberry at the back."
Italy,Tuscany,Il Borro 2006 Il Borro Red (Toscana),Red Blend,91,37.0,"Elegant and fine, Il Borro is a super Tuscan blend from the Ferragamo family that boasts both intensity and finesse. Everything is measured perfectly, from the ripe cherry fruit to the spice, leather and tobacco. The mouthfeel is soft, velvety, structured and fresh."
Italy,Tuscany,Fattoria Kappa 2009 Kappa Red (Toscana),Red Blend,91,12.0,"Kappa is a dark, brooding super Tuscan with a dense, inky color and syrupy aromas of overripe cherry, leather, mesquite, brown sugar and teriyaki sauce. It feels supple and incredibly rich on the finish and would make a great pairing for aged cheese."
Italy,Tuscany,Castello di Bossi 2008 Corbaia Red (Toscana),Red Blend,91,65.0,"Corbaia is a delicious blend of Sangiovese (70%) and Cabernet Sauvignon that shows compact but well-etched lines of forest fruit, bramble, cranberry and sharp, savory spice. The tannins are firm, tight and need a few more years to unwind."
Italy,Sicily & Sardinia,Azienda Agricola Milazzo 2008 Castello Svevo Red (Sicilia),Red Blend,83,16.0,"Nero d'Avola is enhanced by 10% Perricone (a second native red grape of Sicily) to produce a simple, easy-drinking pizza wine that is redolent of clove, dark berry, asphalt and dill weed."
Italy,Sicily & Sardinia,Di Giovanna 2010 Gerbino Red (Sicilia),Red Blend,82,16.0,"Gerbino is a blend of Cabernet Sauvignon, Merlot, Nero d'Avola and Syrah that offers an awkward bouquet of red fruit, bitter almond and tangy dill. A charred burnt note also appears on the close."
Italy,Tuscany,Casale Daviddi 2012  Rosso di Montepulciano,Red Blend,87,15.0,The nose isn't very expressive but it eventually reveals notes of red berry with undertones of game and a whiff of barnyard. The palate offers crunchy red berry and a hint of clove alongside fresh acidity and soft tannins.
Italy,Tuscany,Corte alla Flora 2013  Rosso di Montepulciano,Red Blend,87,11.0,"This opens with pretty aromas of violets, plum cake and black berries. The juicy, smooth palate delivers crushed black cherry alongside supple tannins and bright acidity."
Italy,Tuscany,Grattamacco 2012  Bolgheri,Red Blend,87,35.0,"A blend of 60% Cabernet Sauvignon, 20% Cabernet Franc and 20% Merlot and Sangiovese, this forward wine offers sweet black cherry, red currant, black pepper, toasted oak and espresso sensations. The ripe palate finishes on a note of drying tannins. Drink soon."
Italy,Tuscany,La Calonica 2011  Rosso di Montepulciano,Red Blend,87,15.0,"Aromas of ripe blackberry, toasted oak and a whiff of roasted coffee bean lead the nose and carry over to the palate of this forward wine. It's already extremely accessible so enjoy soon."
Italy,Tuscany,Batzella 2012 Digià Red (Toscana),Red Blend,87,18.0,"A blend of 80% Cabernet and 20% Syrah, this easygoing wine offers blackberry and red currant sensations accented with notes of cracked black pepper. Round tannins make this extremely accessible so enjoy soon."
Italy,Northeastern Italy,Alois Lageder 2008 Krafuss Pinot Noir (Alto Adige),Pinot Noir,91,50.0,"This is a pure expression of Pinot Noir from one of Italy's first organic and biodynamic wine producers located in the far, mountainous north of the country. Aged in oak barrique, the wine is elegant, fine and silky, with beautiful aromas of wild berry, almond, cola and herb."
Italy,Veneto,Monte del Frà 2016  Bardolino,Red Blend,92,15.0,"Aromas of ground black pepper and wild berry lead the way. The juicy delicious palate mirrors the nose, doling out succulent Marasca cherry, crushed raspberry and cinnamon. Easygoing and balanced, it boasts supple tannins and fresh acidity. It's made to be drunk young so enjoy soon."
Italy,Sicily & Sardinia,Agricola Punica 2008 Montessu Red (Isola dei Nuraghi),Red Blend,90,35.0,"This wonderful blend of Carignano (60%), Cabernet Sauvignon, Merlot, Cabernet Franc and Syrah is one of the island's emerging “super Sardinian” wines. Plush, rich and extracted, the wine offers the density and longevity to stand up to veal or pork."
Italy,Tuscany,Antico Colle 2013  Rosso di Montepulciano,Red Blend,87,19.0,"Black cherry, red currant and coffee aromas take center stage and carry over to the palate, along with notes of espresso and black pepper. Dense with firm tannins, it will pair well with hearty Tuscan soups."
Italy,Central Italy,Arnaldo Caprai 2008 Riserva  (Montefalco Rosso),Red Blend,90,54.0,"Here's a delicious blend of Sangiovese, Merlot and Sagrantino. It delivers high-tone aromas of pressed violets, red berry and spice. The palate offers succulent black cherry and creamy raspberry flavors that are brightened by white pepper and cinnamon accents."
Italy,Tuscany,Terrabianca 2005 Ceppate Red (Toscana),Red Blend,92,69.0,"Modern and focused, but generous and intense at the same time, Ceppate (90% Cabernet Sauvignon with 10% Merlot) is a beautifully shaped wine with equal parts fruit and spice. It is soft and slightly sweet on the palate but also delivers extraordinary length and persistency."
Italy,Tuscany,Col d'Orcia 2005 Olmaia Cabernet Sauvignon (Sant'Antimo),Cabernet Sauvignon,92,75.0,"Olmaia (100% Cabernet Sauvignon) delivers power and intensity with interwoven tones of ripe fruit, spice, forest floor and leather. The wine exhibits a rich and smooth texture that helps drive it along the palate in a soft and very pleasurable manner."
Italy,Southern Italy,Palamà 2012 Metiusco Red (Salento),Red Blend,89,22.0,"Aromas of ripe blackberry, brown spice and fragrant blue flower waft from the glass. A blend of 50% Negroamaro, 25% Primitivo and 25% Malvasia Nera, the savory, approachable palate delivers black cherry, cranberry, nutmeg and mineral alongside firm tannins."
Italy,Sicily & Sardinia,Cantine Russo 2010 Rampante Rosso  (Etna),Red Blend,89,25.0,"Aromas of moist underbrush, saddle leather, dried herb, menthol and a whiff of game take shape in the glass. The firm palate offers raw sour cherry, cranberry, cinnamon and a hint of tobacco while close-grained tannins provide the framework and leave an astringent finish. Give the tannins a few more years to unwind then drink."
Italy,Sicily & Sardinia,Tenuta Rapitalà 2010 Hugonis Red (Sicilia),Red Blend,92,50.0,"A blend of Cabernet Sauvignon and Nero d'Avola, this offers notes of rich chocolate fudge, cherry, blackberry, spice and tobacco. It offers firm but velvety tannins, with a long, fresh endnote of ripe berry fruit."
Italy,Sicily & Sardinia,Barone di Villagrande 2008 Sciara Red (Sicilia),Red Blend,91,17.0,"Merlot and Nerello Mascalese make for perfect blending partners, creating a wine with cherry softness and bright fruit intensity, plus volcanic minerality and elegance. Polished and clean on the finish."
Italy,Southern Italy,Di Majo Norante 2010 Ramitello  (Biferno Rosso),Red Blend,91,18.0,"Soft and plush, this blend of Montepulciano (80%) and Aglianico has beautiful intensity to its long-lasting aromas of blackberry, maraschino, chocolate, exotic spice and leather. There's a bright touch of mint and licorice on the finish."
Italy,Veneto,Monte Santoccio 2015  Valpolicella Classico Superiore,Red Blend,84,20.0,"Prune, grilled herb and a whiff of salted-game aromas carry over to the light-bodied palate along with dried black cherry and a hint of clove. It's über-simple, with loose fleeting tannins."
Italy,Tuscany,Montemercurio 2013 Petaso  (Rosso di Montepulciano),Red Blend,87,27.0,"Chopped herb, underbrush, truffle and balsamic notes lead the nose. The palate is fresh, vibrant and polished, offering sour cherry fruit with a hint of licorice. A sage note closes the finish."
Italy,Tuscany,Tenuta Santavenere 2013 Poderuccio  (Vino Nobile di Montepulciano),Red Blend,87,22.0,"Sawdust, oak and grilled rosemary aromas lead the nose. Lacking fruit richness, the lanky palate instead displays espresso, licorice and cured salami flavors, while bracing tannins grip the finish."
Italy,Tuscany,Vecchia Cantina di Montepulciano 2014 Poggio Stella  (Rosso di Montepulciano),Red Blend,87,17.0,"Fragrant blue flower, baking spice and wild berry aromas lead the nose. Zesty acidity and taut tannins frame fresh sour cherry, star anise and chopped herb flavors."
Italy,Tuscany,Le Bertille 2013  Chianti Colli Senesi,Red Blend,87,19.0,"A blend of 75% Sangiovese, 10% Merlot, 10% Canaiolo and 5% Colorino, this easygoing red opens with subtle black-skinned fruit and tilled soil scents. Smooth tannins frame the straightforward palate, which delivers ripe black cherry and leather notes. Drink through 2019."
Italy,Tuscany,Artimino 2013  Carmignano,Red Blend,87,10.0,"This blend of 70% Sangiovese, 20% Cabernet Sauvignon and 10% Merlot displays black plum and baking spice aromas. The straightforward palate offers black cherry and white pepper flavors with a gamy note and smooth tannins. Short on the finish, it's ready for immediate drinking."
Italy,Tuscany,Brunelli Martoccia 2015  Chianti,Red Blend,87,14.0,"The nose of this 80% Sangiovese, 10% Canaiolo and 10% Mammolo wine opens with black cherry and baking spice. The accessible palate delivers red plum fruit, clove spice and smooth tannins. Enjoy soon."
Italy,Tuscany,Villa Montignana 2011 Riserva  (Chianti Classico),Red Blend,87,22.0,"Made of 90% Sangiovese and 10% Merlot, this has subdued black-skinned fruit and underbrush aromas. Assertive tannins frame a palate of prune, tobacco and black pepper flavors. Drink soon to capture the remaining fruit."
Italy,Tuscany,Castello di Bolgheri 2012 Varvàra  (Bolgheri),Red Blend,90,28.0,"Aromas of tilled earth, spice, leather, blue flowers and Mediterranean herbs lead the nose on this blend of Cabernet Sauvignon, Merlot, Syrah and Petit Verdot. The concentrated but polished palate offers a savory core of black cherry and red currant, while notes of bell pepper, mocha and baking spice provide backup. Supple tannins support the juicy flavors. Enjoy through 2017."
Italy,Tuscany,I Botri 2008 Vigna I Botri  (Maremma Toscana),Red Blend,90,20.0,"Made with organically grown grapes, this blend of 85% Sangiovese, 10% Alicante and 5% Ciliegiolo has aromas of underbrush, spiced plum, blue flower, menthol and leather. The palate delivers juicy black cherry, clove, carob, star anise and a tarry note alongside supple, smooth tannins. It's an earthy, intriguing expression from Scansano."
